"title","logoPath","logoPathV3","jobId","currency","footerPlaceholderLabel","footerPlaceholderColor","companyName","isSaved","tagsAndSkills","placeholders","companyId","jdURL","staticUrl","ambitionBoxData","jobDescription","showMultipleApply","groupId","isTopGroup","createdDate","minExp","maxExp","salary","location","brandingTags","exclusive","hiringFor","jobType"
"QA Cypress Eng","https://www.naukri.com/hotjobs/images/v3/TechM_Feb23.gif","https://www.naukri.com/hotjobs/images/v3/TechM_Feb23.gif","210423010662","INR","1 Day Ago","green","Tech Mahindra",false,"javascript,cypress,api,jest,quality assurance,automation,api automation","[{""type"":""experience"",""label"":""6-10 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Temp. WFH - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",100007,"https://www.naukri.com/job-listings-qa-cypress-eng-tech-mahindra-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-10-years-210423010662","tech-mahindra-jobs-careers-1066","https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Experience level- 6+ years",false,2114,0,1682088693026,"6","10","Not disclosed","Temp. WFH - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,,
"Azure+Pyspark ,ETL Tester 

","https://img.naukimg.com/logo_images/groups/v1/223346.gif","https://img.naukimg.com/logo_images/groups/v1/223346.gif","210423005725","INR","1 Day Ago","green","Tata Consultancy Services (TCS)",false,"Pyspark,Azure Cloud,ETL Testing,sql database,microsoft,cloud,dbms,sql","[{""type"":""experience"",""label"":""4-9 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",892542,"https://www.naukri.com/job-listings-azure-pyspark-etl-tester-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-9-years-210423005725","tata-consultancy-services-tcs-jobs-careers-13542","https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Required Technical Skill Set:  . Azure Cloud,Python,Synapse,Pyspark <br><br>Functional / Regression Testing experience <br><br>Test Automation experience <br><br>Banking Experience <br><br>Experience working with large data sets <br><br>Good understanding of Data Governance concepts <br><br>Prior ETL testing experience",false,223346,0,1682063464853,"4","9","Not disclosed","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","[{""id"":""1"",""label"":""Women""}]",false,,
"Permanent Opportunity For  Hadoop Product Owner@ Pan India","https://img.naukimg.com/logo_images/groups/v1/224154.gif","https://img.naukimg.com/logo_images/groups/v1/224154.gif","210423004677","INR","1 Day Ago","green","Deloitte",false,"hadoop,po,pan","[{""type"":""experience"",""label"":""5-10 Yrs""},{""type"":""salary"",""label"":""14-24 Lacs PA""},{""type"":""location"",""label"":""Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",68849,"https://www.naukri.com/job-listings-permanent-opportunity-for-hadoop-product-owner-pan-india-deloitte-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-210423004677","deloitte-jobs-careers-1706","https://www.ambitionbox.com/reviews/deloitte-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Preferred Location. Notice Period. Current CTC. Expected CTC<br><br>Experience: 4 to 11 years. Job Locations: Pan India. Notice Period: Immediate to 30 days<br><br>Skill. Current Company Name. Total years of experience.",false,224154,0,1682057895662,"5","10","14-24 Lacs PA","Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,,
"SD WAN Design Engineer","https://img.naukimg.com/logo_images/groups/v1/41608.gif","https://img.naukimg.com/logo_images/groups/v1/41608.gif","200423008882","INR","1 Day Ago","green","Wipro",false,"viptela,wan,design,sdwan,sd,design engineering","[{""type"":""experience"",""label"":""8-12 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",1384,"https://www.naukri.com/job-listings-sd-wan-design-engineer-wipro-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-8-to-12-years-200423008882","wipro-jobs-careers-1384","https://www.ambitionbox.com/reviews/wipro-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","<p>Greeting!!</p><br /><p>Role & JD::</p><br /><p>Design Engineer (SDWAN Engineer)<br />Location : PAN India<br />Exp : 10+ Years<br /></p><p>Main Callouts:<br /></p><p>Work with Site Operations lead to ensure site readiness for SDWAN<br />Execute questionnaire with site contact to gather technical and functional information<br />Secure Business approval Agree to deploy dates with Business<br />Coordinate with Circuit suppliers to ensure circuit delivery and track hardware delivery. Record delivery evidences in SharePoint<br />Record risks, issues, dependencies (RAID) and escalate when needed<br />Raise Change Requests for Zscaler change, pre-migration, SDWAN cutover<br />Raise request for on-site CE engineer, ensure alignment of engineer well before cutover date.<br />Prepare site runbook and plan per site. Update progress in site planning template per site<br />Maintain site level updates in SDWAN SharePoint and track RAG status per category of hardware, circuit, overall site level.<br />Secure operations resources and UAT tester at site ( before cutover )<br />Coordinate and communicate about change activities, pre-migration (rack and stack) and Site cutover<br />To schedule and run hypercare calls with GCMC, DE, SOL. Secure AtO after hypercare<br />Decommissioning of old circuits<br /></p><p>if interested, and profile is relevant. Please share your updated resume with below details.</p><br /><p>  </p><p>Contact : </p><p>Email_ ID : </p><p>Total_ Exp : </p><p>Relevant_ Exp : </p><p>Current_ Location : </p><p>Preferred_ Location : </p><p>Current_ Company : </p><p>Notice Period/LWD : </p><p>Highest Fulltime Edu and Edu Year :</p><p>GAP :</p><p>Current CTC :</p><p>Expected CTC : </p><p>Relieving date with Wipro (if earlier associated with Wipro):</p><br />",false,41608,0,1681992784367,"8","12","Not disclosed","Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,,
"EBS SCM consultant","https://img.naukimg.com/logo_images/groups/v1/2114.gif","https://img.naukimg.com/logo_images/groups/v1/2114.gif","200423007329","INR","1 Day Ago","green","Tech Mahindra",false,"EBS SCM,IProcurement,ISupplier,eb,scm,p2p,p2p cycle,consulting","[{""type"":""experience"",""label"":""5-10 Yrs""},{""type"":""salary"",""label"":""10-20 Lacs PA""},{""type"":""location"",""label"":""Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)""}]",100007,"https://www.naukri.com/job-listings-ebs-scm-consultant-tech-mahindra-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-200423007329","tech-mahindra-jobs-careers-1066","https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","SQL/ PLSQL knowledge - preferably <br><br> Min of 5 years of experience in to Oracle eBIZ Suite R12 in the following modules <br><br>Experience in core P2P modules (PO,INV,iProc,Sourcing & iSupplier)<br><br>Business process understanding & Implementation experience in SCM Modules <br><br>Good written and verbal communication skills",false,2114,0,1681984002408,"5","10","10-20 Lacs PA","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",,,,
"Oracle Fusion Hcm Functional Consultant","https://img.naukimg.com/logo_images/groups/v1/2114.gif","https://img.naukimg.com/logo_images/groups/v1/2114.gif","200423007138","INR","1 Day Ago","green","Tech Mahindra",false,"talent management,oracle fusion hcm,hcm,hcm modules,fusion,functional,management,oracle","[{""type"":""experience"",""label"":""6-10 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",100007,"https://www.naukri.com/job-listings-oracle-fusion-hcm-functional-consultant-tech-mahindra-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-10-years-200423007138","tech-mahindra-jobs-careers-1066","https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri"," . JD:  . Functional Consultant Oracle HCM Cloud / Fusion HCM - Core HR,Talent Management & ORC (Exp / Knowledge). Should have minimum 6+ years of relevant experience on HCM Cloud modules - Core HR,Talent Management <br><br>Must have experience in conducting Solution Workshop Sessions,CRPs,UAT & KUT,System Configuration,OUM documentation etc.,<br><br>Should have hands exp",false,2114,0,1681983130745,"6","10","Not disclosed","Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","[{""id"":""1"",""label"":""Women""}]",false,,
"Oracle EPM ARCS","https://img.naukimg.com/logo_images/groups/v1/2114.gif","https://img.naukimg.com/logo_images/groups/v1/2114.gif","200423007084","INR","1 Day Ago","green","Tech Mahindra",false,"EPM,Oracle Account Reconciliation Cloud,integration testing,software testing,data,sql,sql queries,reconciliation","[{""type"":""experience"",""label"":""8-12 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",100007,"https://www.naukri.com/job-listings-oracle-epm-arcs-tech-mahindra-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-8-to-12-years-200423007084","tech-mahindra-jobs-careers-1066","https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Note: Experience with FDMEE,EPM Cloud Data Management and/ or other Oracle EPM Cloud modules will be an added benefit<br><br>Providing stabilization support post go-live. 9+ yrs of IT experience with minimum 3-4 yrs focused primarily on Account Reconciliation processes. <br><br>Well versed in oral and written communication<br><br>Must be able to articulate his / her thoughts clearly",false,2114,0,1681982736228,"8","12","Not disclosed","Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","[{""id"":""1"",""label"":""Women""}]",false,,
"Opening For Spanish Language","https://img.naukimg.com/logo_images/groups/v1/1422.gif","https://img.naukimg.com/logo_images/groups/v1/1422.gif","200423005627","INR","1 Day Ago","green","Randstad",false,"languages,translation,spanish,spanish translation","[{""type"":""experience"",""label"":""3-6 Yrs""},{""type"":""salary"",""label"":""7-12 Lacs PA""},{""type"":""location"",""label"":""Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",717,"https://www.naukri.com/job-listings-opening-for-spanish-language-randstad-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-6-years-200423005627","randstad-jobs-careers-717","","<p>Looking for Spanish language Expert for Top MNC</p><br /><p>Note : Looking for only C1 certified candidates</p><br /><p>Interested candidates can send the resume to reena.anto@randstad.in</p>",false,1422,0,1681974098845,"3","6","7-12 Lacs PA","Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,,
"Cassandra Database Administrator","https://img.naukimg.com/logo_images/groups/v1/223346.gif","https://img.naukimg.com/logo_images/groups/v1/223346.gif","200423005093","INR","2 Days Ago","grey","Tata Consultancy Services (TCS)",false,"Cassandra Database Administration,cassandra database,cassandra,administration,dbms,database administration","[{""type"":""experience"",""label"":""4-9 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Kochi/Cochin, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Trivandrum/Thiruvananthapuram, Mumbai (All Areas)""}]",892542,"https://www.naukri.com/job-listings-cassandra-database-administrator-tata-consultancy-services-tcs-kochi-cochin-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-trivandrum-thiruvananthapuram-mumbai-all-areas-4-to-9-years-200423005093","tata-consultancy-services-tcs-jobs-careers-13542","https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Practical (Hands on) Experience working on complex cloud-based software projects,web application development,micro services,security,and open-source technologies.  . Must Have: . <br><br>Minimum Qualification: 15 years of full-time education<br><br>Experience Range: 4+ Yrs.  . Job Location: Pan India. <br><br> Good to Have: . .",false,223346,0,1681971612388,"4","9","Not disclosed","Kochi/Cochin, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Trivandrum/Thiruvananthapuram, Mumbai (All Areas)",,,,
"Urgent Hiring with Tech Mahindra - BMC Discovery","https://img.naukimg.com/logo_images/groups/v1/2114.gif","https://img.naukimg.com/logo_images/groups/v1/2114.gif","310323005005","INR","1 Day Ago","green","Tech Mahindra",false,"bmc discovery,cmdb,hiring,technical analysis,discoverer,bmc","[{""type"":""experience"",""label"":""5-10 Yrs""},{""type"":""salary"",""label"":""10-20 Lacs PA""},{""type"":""location"",""label"":""Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",100007,"https://www.naukri.com/job-listings-urgent-hiring-with-tech-mahindra-bmc-discovery-tech-mahindra-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-310323005005","tech-mahindra-jobs-careers-1066","https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Good understanding of Model Pack creation Creating model packs to collect application infra data<br><br>Good knowledge of Discovery upgrade and integration with CMDB or other applications",false,2114,0,1681975436911,"5","10","10-20 Lacs PA","Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,,
"Immediate opportunity : SAP EW","https://img.naukimg.com/logo_images/groups/v1/2114.gif","https://img.naukimg.com/logo_images/groups/v1/2114.gif","190423009765","INR","2 Days Ago","grey","Tech Mahindra",false,"IDocs,SAP interfaces,SAP EWM,S/4HANA implementation,SAP Enterprise Warehouse Management,warehouse management,saps,interfaces","[{""type"":""experience"",""label"":""10-12 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas), Any Location""}]",100007,"https://www.naukri.com/job-listings-immediate-opportunity-sap-ew-tech-mahindra-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-any-location-10-to-12-years-190423009765","tech-mahindra-jobs-careers-1066","https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Should have handled minimum one S / 4HANA implementation project end to end <br><br>Skills Reqd :  . Should have minimum of 10 plus of hands-on experience in SAP EWM <br><br>Should have experience in working at least one S4HANA implementation project <br><br>Should have knowledge in the following areas of SAP EWM <br><br>Working with Interfaces IDocs processing is must",false,2114,0,1681917592822,"10","12","Not disclosed","Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas), Any Location",,,,
"Vision Plus Developer","https://www.naukri.com/hotjobs/images/v3/careernet_nov13.gif","https://www.naukri.com/hotjobs/images/v3/careernet_nov13.gif","190423004935","INR","2 Days Ago","grey","Careernet Technologies",false,"visionplus developer,development,visionplus,cms,vision","[{""type"":""experience"",""label"":""3-8 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",4124,"https://www.naukri.com/job-listings-vision-plus-developer-careernet-technologies-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-190423004935","careernet-technologies-jobs-careers-4124","","Should have detailed technical understanding of V+ Batch and Online Architecture,VisionPLUS Functional Architecture and Mandatory Parameter configurations <br><br>Good in working both as independent contributor or team member Should have Technical and Functional design <br><br>Experience in one of the VisionPLUS modules CMS,FAS,MBS,ASM,CTA,CDM,WSS / SSC",false,6878,0,1681887419843,"3","8","Not disclosed","Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,"CMMI level 5 Company",
"Design Verification Engineer/Lead","https://img.naukimg.com/logo_images/groups/v1/1268772.gif","https://img.naukimg.com/logo_images/groups/v1/1268772.gif","180423009948","INR","3 Days Ago","grey","Einfochips",false,"Verilog,System Verilog,UVM,soc verification,ip verification,asic verification,system,leadership","[{""type"":""experience"",""label"":""4-9 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Kochi/Cochin, Noida, Indore, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)""}]",835251,"https://www.naukri.com/job-listings-design-verification-engineer-lead-einfochips-kochi-cochin-noida-indore-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-9-years-180423009948","einfochips-jobs-careers-835251","https://www.ambitionbox.com/reviews/einfochips-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Must have worked on development of test plan,testbench components,verification environment,interface agents,Scoreboard in UVM<br><br>Must have executed at least 1 to 2 SoC / IP Verification projects<br><br>Knowledge of at least one industry standard protocol like Ethernet,PCIe,MIPI,USB,AMBA or similar is required<br><br>Experience on verification closure by closing Coverage and bug reports",false,1268772,0,1681825584874,"4","9","Not disclosed","Kochi/Cochin, Noida, Indore, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",,,,
".Net Developer","https://img.naukimg.com/logo_images/groups/v1/223346.gif","https://img.naukimg.com/logo_images/groups/v1/223346.gif","180423007154","INR","3 Days Ago","grey","Tata Consultancy Services (TCS)",false,"C#,Dotnet Azure,ASP.Net MVC,Devops,mvc,asp.net,iot,microsoft azure","[{""type"":""experience"",""label"":""3-6 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",892542,"https://www.naukri.com/job-listings-net-developer-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-6-years-180423007154","tata-consultancy-services-tcs-jobs-careers-13542","https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Required Technical Skill Set : .NET Developer . NET Core,C#,Azure,REST APIS <br><br>Experience : 3-6. <br><br>Domain : Manufacturing domain experience<br><br>Good to have : IOT Project experience",false,223346,0,1681812120625,"3","6","Not disclosed","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,,
"Edge Developer","https://img.naukimg.com/logo_images/groups/v1/223346.gif","https://img.naukimg.com/logo_images/groups/v1/223346.gif","180423007014","INR","3 Days Ago","grey","Tata Consultancy Services (TCS)",false,"Embedded C,Modbus,Python,IOT,development,c,embedded systems,mqtt","[{""type"":""experience"",""label"":""3-6 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",892542,"https://www.naukri.com/job-listings-edge-developer-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-6-years-180423007014","tata-consultancy-services-tcs-jobs-careers-13542","https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Required Technical Skill Set : Edge Senior Developer <br><br>Experience : 3-6. .",false,223346,0,1681811595027,"3","6","Not disclosed","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,,
"Backend  Java SpringBoot developer
","https://img.naukimg.com/logo_images/groups/v1/223346.gif","https://img.naukimg.com/logo_images/groups/v1/223346.gif","170423007580","INR","4 Days Ago","grey","Tata Consultancy Services (TCS)",false,"microservices,backend,development,boot,java spring boot,spring,spring boot,java","[{""type"":""experience"",""label"":""4-6 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",892542,"https://www.naukri.com/job-listings-backend-java-springboot-developer-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-6-years-170423007580","tata-consultancy-services-tcs-jobs-careers-13542","https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","<p><strong>Roles and Responsibilities</strong> </p><p>     Backend    Java SpringBoot developer    </p><p>Location-     PAN   India    </p><p>EXP-     4-6 Years    </p><p><strong>Desired Candidate Profile</strong> </p><p> </p><p>Java, Spring boot, Web Services( Rest API/Soap), Groovy, microservice</p><br /><p><strong>Perks and Benefits</strong> </p><p>Backend  Java SpringBoot developer</p><br />",false,223346,0,1681749948672,"4","6","Not disclosed","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,,
"Permanent Opportunity For Sr Cognos Developer","https://img.naukimg.com/logo_images/groups/v1/224154.gif","https://img.naukimg.com/logo_images/groups/v1/224154.gif","170423005802","INR","4 Days Ago","grey","Deloitte",false,"ibm cognos analytics,power bi,bi,development,cognos,query,ibm cognos,sql","[{""type"":""experience"",""label"":""6-11 Yrs""},{""type"":""salary"",""label"":""14-24 Lacs PA""},{""type"":""location"",""label"":""Hybrid - Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)""}]",68849,"https://www.naukri.com/job-listings-permanent-opportunity-for-sr-cognos-developer-deloitte-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-mumbai-all-areas-6-to-11-years-170423005802","deloitte-jobs-careers-1706","https://www.ambitionbox.com/reviews/deloitte-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Overall 7+ Years of experience,with minimum 3+ Years of relevant experience<br><br>Preferred Location. Notice Period. Current CTC. Expected CTC<br><br> 3 to 5 years of experience in IBM Cognos Analytics server v2 & Power Play Server <br><br>Good Experience in Cube Transformer v11 <br><br>Good knowledge of SQL queries,Data analysis & BI Tools (Like Cognos or PowerBI or Tableau)",false,224154,0,1681734154415,"6","11","14-24 Lacs PA","Hybrid - Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",,,,
"Data Engineer","https://img.naukimg.com/logo_images/groups/v1/223346.gif","https://img.naukimg.com/logo_images/groups/v1/223346.gif","170423005158","INR","4 Days Ago","grey","Tata Consultancy Services (TCS)",false,"Azure Data Factory,Azure Databricks,Azure Data Lake,data engineering,data lake,microsoft azure,factory,data","[{""type"":""experience"",""label"":""3-7 Yrs""},{""type"":""salary"",""label"":""Not disclosed""},{""type"":""location"",""label"":""Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)""}]",892542,"https://www.naukri.com/job-listings-data-engineer-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-7-years-170423005158","tata-consultancy-services-tcs-jobs-careers-13542","https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri","Experience : 3-7 Years.",false,223346,0,1681731277378,"3","7","Not disclosed","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,,
